player_key,name,week,position,team_key,team_name,started,nfl_team,points,Passing Yards,Passing Touchdowns,Interceptions,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Return Touchdowns,2-Point Conversions,Fumbles Lost,Field Goals 0-19 Yards,Field Goals 20-29 Yards,Field Goals 30-39 Yards,Field Goals 40-49 Yards,Field Goals 50+ Yards,Field Goals Missed 0-19 Yards,Field Goals Missed 20-29 Yards,Point After Attempt Made,Point After Attempt Missed,Points Allowed,Sack,Interception,Fumble Recovery,Touchdown,Safety,Block Kick,Kickoff and Punt Return Touchdowns,4th Down Stops,Points Allowed 0 points,Points Allowed 1-6 points,Points Allowed 7-13 points,Points Allowed 14-20 points,Points Allowed 21-27 points,Points Allowed 28-34 points,Points Allowed 35+ points,Extra Point Returned
390.p.29235,Jared Goff,7,QB,390.l.99174.t.2,Champ,True,LAR,21.96,268.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.24822,Andy Dalton,7,QB,390.l.99174.t.2,Champ,True,Dal,15.19,276.0,1.0,3.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29281,Michael Thomas,7,WR,390.l.99174.t.2,Champ,True,NO,19.6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,131.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26699,Keenan Allen,7,WR,390.l.99174.t.2,Champ,True,LAC,8.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,61.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.25755,Alshon Jeffery,7,WR,390.l.99174.t.2,Champ,True,Phi,4.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,38.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26671,Le'Veon Bell,7,RB,390.l.99174.t.2,Champ,True,NYJ,8.1,0.0,0.0,0.0,15.0,70.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30256,Marlon Mack,7,RB,390.l.99174.t.2,Champ,True,Ind,7.1,0.0,0.0,0.0,18.0,44.0,0.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28592,Darren Waller,7,TE,390.l.99174.t.2,Champ,True,LV,30.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,126.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26804,Latavius Murray,7,RB,390.l.99174.t.2,Champ,True,NO,31.5,0.0,0.0,0.0,27.0,119.0,2.0,6.0,5.0,31.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27585,Carlos Hyde,7,RB,390.l.99174.t.2,Champ,False,Sea,3.5,0.0,0.0,0.0,12.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29274,Sterling Shepard,7,WR,390.l.99174.t.2,Champ,False,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.7924,Delanie Walker,7,TE,390.l.99174.t.2,Champ,False,Ten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27591,Jarvis Landry,7,WR,390.l.99174.t.2,Champ,False,Cle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27564,Derek Carr,7,QB,390.l.99174.t.2,Champ,False,LV,11.37,293.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26534,Justin Tucker,7,K,390.l.99174.t.2,Champ,True,Bal,12.0,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
390.p.100018,New Orleans,7,DEF,390.l.99174.t.2,Champ,True,NO,13.5,,,,,,,,,,,,,,,,,,,,,,,25.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390.p.5228,Tom Brady,7,QB,390.l.99174.t.3,Bottom Bitches,True,TB,9.11,249.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31833,Kyler Murray,7,QB,390.l.99174.t.3,Bottom Bitches,True,Ari,5.77,104.0,0.0,0.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.9496,Julian Edelman,7,WR,390.l.99174.t.3,Bottom Bitches,True,NE,10.2,0.0,0.0,0.0,3.0,20.0,0.0,12.0,7.0,47.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27619,John Brown,7,WR,390.l.99174.t.3,Bottom Bitches,True,Buf,16.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,83.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30223,Dede Westbrook,7,WR,390.l.99174.t.3,Bottom Bitches,True,Jax,16.7,0.0,0.0,0.0,2.0,14.0,0.0,9.0,6.0,103.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29238,Ezekiel Elliott,7,RB,390.l.99174.t.3,Bottom Bitches,True,Dal,25.7,0.0,0.0,0.0,22.0,111.0,1.0,7.0,6.0,36.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31001,Sony Michel,7,RB,390.l.99174.t.3,Bottom Bitches,True,NE,21.9,0.0,0.0,0.0,19.0,42.0,3.0,2.0,1.0,-8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29315,Austin Hooper,7,TE,390.l.99174.t.3,Bottom Bitches,True,Cle,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,46.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31905,David Montgomery,7,RB,390.l.99174.t.3,Bottom Bitches,True,Chi,-0.1,0.0,0.0,0.0,2.0,6.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27540,Odell Beckham Jr.,7,WR,390.l.99174.t.3,Bottom Bitches,False,Cle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28691,Tyrell Williams,7,WR,390.l.99174.t.3,Bottom Bitches,False,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30971,Baker Mayfield,7,QB,390.l.99174.t.3,Bottom Bitches,False,Cle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28990,Malcolm Brown,7,RB,390.l.99174.t.3,Bottom Bitches,False,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.8826,DeSean Jackson,7,WR,390.l.99174.t.3,Bottom Bitches,False,Phi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.7520,Robbie Gould,7,K,390.l.99174.t.3,Bottom Bitches,True,SF,9.0,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
390.p.100030,Jacksonville,7,DEF,390.l.99174.t.3,Bottom Bitches,True,Jax,19.0,,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390.p.30123,Patrick Mahomes,7,QB,390.l.99174.t.4,Hareem Kunt,True,KC,6.37,76.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29325,Jacoby Brissett,7,QB,390.l.99174.t.4,Hareem Kunt,True,Ind,22.91,326.0,4.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29288,Tyler Boyd,7,WR,390.l.99174.t.4,Hareem Kunt,True,Cin,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,55.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31908,Terry McLaurin,7,WR,390.l.99174.t.4,Hareem Kunt,True,Was,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.24035,Golden Tate,7,WR,390.l.99174.t.4,Hareem Kunt,True,NYG,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30423,Austin Ekeler,7,RB,390.l.99174.t.4,Hareem Kunt,True,LAC,24.0,0.0,0.0,0.0,5.0,7.0,0.0,8.0,7.0,118.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.9317,LeSean McCoy,7,RB,390.l.99174.t.4,Hareem Kunt,True,TB,8.6,0.0,0.0,0.0,12.0,64.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26686,Travis Kelce,7,TE,390.l.99174.t.4,Hareem Kunt,True,KC,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,44.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28534,Stefon Diggs,7,WR,390.l.99174.t.4,Hareem Kunt,True,Buf,22.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,143.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31005,Nick Chubb,7,RB,390.l.99174.t.4,Hareem Kunt,False,Cle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30157,Gerald Everett,7,TE,390.l.99174.t.4,Hareem Kunt,False,LAR,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,50.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28493,Jamison Crowder,7,WR,390.l.99174.t.4,Hareem Kunt,False,NYJ,4.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31104,Chase Edmonds,7,RB,390.l.99174.t.4,Hareem Kunt,False,Ari,36.0,0.0,0.0,0.0,27.0,126.0,3.0,4.0,2.0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31301,Kyle Allen,7,QB,390.l.99174.t.4,Hareem Kunt,False,Was,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.25427,Dan Bailey,7,K,390.l.99174.t.4,Hareem Kunt,True,Min,6.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,
390.p.100025,San Francisco,7,DEF,390.l.99174.t.4,Hareem Kunt,True,SF,21.5,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390.p.30977,Josh Allen,7,QB,390.l.99174.t.5,Salmon Sisters,True,Buf,18.97,202.0,2.0,0.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.32010,Gardner Minshew II,7,QB,390.l.99174.t.5,Salmon Sisters,True,Jax,18.09,255.0,1.0,0.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.25802,T.Y. Hilton,7,WR,390.l.99174.t.5,Salmon Sisters,True,Ind,16.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,74.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.6762,Larry Fitzgerald,7,WR,390.l.99174.t.5,Salmon Sisters,True,Ari,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31010,Courtland Sutton,7,WR,390.l.99174.t.5,Salmon Sisters,True,Den,11.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,87.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30154,Dalvin Cook,7,RB,390.l.99174.t.5,Salmon Sisters,True,Min,32.4,0.0,0.0,0.0,25.0,142.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31856,Josh Jacobs,7,RB,390.l.99174.t.5,Salmon Sisters,True,LV,16.9,0.0,0.0,0.0,21.0,124.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31077,Chris Herndon,7,TE,390.l.99174.t.5,Salmon Sisters,True,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30117,Leonard Fournette,7,RB,390.l.99174.t.5,Salmon Sisters,True,Jax,17.5,0.0,0.0,0.0,29.0,131.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30180,Alvin Kamara,7,RB,390.l.99174.t.5,Salmon Sisters,False,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30973,Sam Darnold,7,QB,390.l.99174.t.5,Salmon Sisters,False,NYJ,-8.64,86.0,0.0,4.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31906,Devin Singletary,7,RB,390.l.99174.t.5,Salmon Sisters,False,Buf,2.6,0.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31934,Alexander Mattison,7,RB,390.l.99174.t.5,Salmon Sisters,False,Min,1.8,0.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28378,Jason Myers,7,K,390.l.99174.t.5,Salmon Sisters,True,Sea,10.0,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
390.p.32384,Joey Slye,7,K,390.l.99174.t.5,Salmon Sisters,False,Car,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
390.p.100017,New England,7,DEF,390.l.99174.t.5,Salmon Sisters,True,NE,32.5,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390.p.30125,Deshaun Watson,7,QB,390.l.99174.t.6,Hike School,True,Hou,12.0,308.0,1.0,2.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.8780,Matt Ryan,7,QB,390.l.99174.t.6,Hike School,True,Atl,-0.26,159.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29255,Will Fuller V,7,WR,390.l.99174.t.6,Hike School,True,Hou,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26060,Cole Beasley,7,WR,390.l.99174.t.6,Hike School,True,Buf,9.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,16.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.25876,Marvin Jones Jr.,7,WR,390.l.99174.t.6,Hike School,True,Det,38.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,93.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27658,James White,7,RB,390.l.99174.t.6,Hike School,True,NE,9.4,0.0,0.0,0.0,5.0,0.0,0.0,8.0,7.0,59.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31379,Phillip Lindsay,7,RB,390.l.99174.t.6,Hike School,True,Den,3.7,0.0,0.0,0.0,11.0,36.0,0.0,1.0,1.0,-4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30259,George Kittle,7,TE,390.l.99174.t.6,Hike School,True,SF,5.3,0.0,0.0,0.0,2.0,0.0,0.0,5.0,3.0,38.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29384,Jordan Howard,7,RB,390.l.99174.t.6,Hike School,True,Mia,6.6,0.0,0.0,0.0,11.0,50.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31017,Christian Kirk,7,WR,390.l.99174.t.6,Hike School,False,Ari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27581,Davante Adams,7,WR,390.l.99174.t.6,Hike School,False,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30197,Chris Godwin,7,WR,390.l.99174.t.6,Hike School,False,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31840,T.J. Hockenson,7,TE,390.l.99174.t.6,Hike School,False,Det,4.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,32.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.9265,Matthew Stafford,7,QB,390.l.99174.t.6,Hike School,False,Det,27.4,364.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30346,Harrison Butker,7,K,390.l.99174.t.6,Hike School,True,KC,12.0,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,
390.p.100024,Los Angeles,7,DEF,390.l.99174.t.6,Hike School,True,LAC,5.5,,,,,,,,,,,,,,,,,,,,,,,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390.p.7200,Aaron Rodgers,7,QB,390.l.99174.t.7,1503 Sequoia Trail,True,GB,41.86,429.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.25785,Russell Wilson,7,QB,390.l.99174.t.7,1503 Sequoia Trail,True,Sea,11.59,241.0,1.0,1.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27277,Adam Thielen,7,WR,390.l.99174.t.7,1503 Sequoia Trail,True,Min,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26664,Robert Woods,7,WR,390.l.99174.t.7,1503 Sequoia Trail,True,LAR,11.1,0.0,0.0,0.0,1.0,6.0,0.0,7.0,5.0,80.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31051,Michael Gallup,7,WR,390.l.99174.t.7,1503 Sequoia Trail,True,Dal,4.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,34.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30295,Aaron Jones,7,RB,390.l.99174.t.7,1503 Sequoia Trail,True,GB,16.3,0.0,0.0,0.0,12.0,50.0,0.0,4.0,4.0,33.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28403,Melvin Gordon III,7,RB,390.l.99174.t.7,1503 Sequoia Trail,True,Den,6.9,0.0,0.0,0.0,16.0,32.0,0.0,3.0,2.0,-3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.27538,Eric Ebron,7,TE,390.l.99174.t.7,1503 Sequoia Trail,True,Pit,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,70.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28461,Tevin Coleman,7,RB,390.l.99174.t.7,1503 Sequoia Trail,True,SF,7.1,0.0,0.0,0.0,20.0,62.0,0.0,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30996,Calvin Ridley,7,WR,390.l.99174.t.7,1503 Sequoia Trail,False,Atl,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30218,James Conner,7,RB,390.l.99174.t.7,1503 Sequoia Trail,False,Pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26678,Vance McDonald,7,TE,390.l.99174.t.7,1503 Sequoia Trail,False,Pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28465,Duke Johnson,7,RB,390.l.99174.t.7,1503 Sequoia Trail,False,Hou,6.6,0.0,0.0,0.0,7.0,34.0,0.0,5.0,2.0,22.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29785,Robby Anderson,7,WR,390.l.99174.t.7,1503 Sequoia Trail,False,Car,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28685,Josh Lambo,7,K,390.l.99174.t.7,1503 Sequoia Trail,True,Jax,13.0,,,,,,,,,,,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
390.p.100010,Tennessee,7,DEF,390.l.99174.t.7,1503 Sequoia Trail,True,Ten,7.5,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390.p.27590,Jimmy Garoppolo,7,QB,390.l.99174.t.8,Burrito House,True,SF,4.31,151.0,0.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30115,Mitchell Trubisky,7,QB,390.l.99174.t.8,Burrito House,True,Chi,17.17,251.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30182,Cooper Kupp,7,WR,390.l.99174.t.8,Burrito House,True,LAR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.29399,Tyreek Hill,7,WR,390.l.99174.t.8,Burrito House,True,KC,14.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,74.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31896,DK Metcalf,7,WR,390.l.99174.t.8,Burrito House,True,Sea,4.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,53.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28474,David Johnson,7,RB,390.l.99174.t.8,Burrito House,True,Hou,0.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31013,Kerryon Johnson,7,RB,390.l.99174.t.8,Burrito House,True,Det,2.3,0.0,0.0,0.0,5.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.26658,Zach Ertz,7,TE,390.l.99174.t.8,Burrito House,True,Phi,4.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,38.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.28115,Damien Williams,7,RB,390.l.99174.t.8,Burrito House,True,KC,1.6,0.0,0.0,0.0,9.0,7.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.31857,Marquise Brown,7,WR,390.l.99174.t.8,Burrito House,False,Bal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390.p.30175,JuJu Smith-Schuster,7,WR,390.l.99174.t.8,Burrito House,False,Pit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
